Directory URL,Branch Name,Branch Type,Name of Library Service,Library Service Type,WiFi Availability,Address Line 1,Address Line 2,Address Locality,Address Postcode,Postal Address Line 1,Postal Address Line 2,Postal Address Locality,Postal Address Postcode,ILL Address Line 1,ILL Address Line 2,ILL Address Line 3,ILL Address Line 4,ILL Address Locality,ILL Address Postcode,Phone,Phone (after hours),Mobile,Email,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Latitude (Decimal),Longitude (Decimal),Branch Manager Title,Branch Manager Personal Title,Branch Manager Name,Branch Manager Phone,Branch Manager Email,Other Staff Member Position Title,Other Staff Member Personal Title,Other Staff Member Name,Other Staff Member Phone,Other Staff Member Email,Date Created,Date Last Updated
https://plconnect.slq.qld.gov.au/directory/cairns-regional-council/stratford-library,Stratford Library,Branch,Cairns Regional Council,Independent Library Service,Yes,11 Kamerunga Road,-,Stratford,4870,-,-,-,-,-,-,-,-,-,-,-7723,-,-,-,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-12 noon,Closed,-16.875354,145.732457,Branch Librarian,-,Kristy Ward,-,k.ward@cairns.qld.gov.au,-,-,-,-,-,11/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/gympie-regional-council/goomeri-library,Goomeri Library,Branch,Gympie Regional Council,Independent Library Service,Yes,5 Moore Street,-,Goomeri,4601,-,-,-,-,-,-,-,-,-,-,-8454,-,-,-,Closed,9am-12 noon,9am-12 noon,2-5pm,2-5pm,9am-12 noon,Closed,-26.1816034,152.0651894,-,-,-,-,-,-,-,-,-,-,11/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/carina-library,Carina Library,Branch,Brisbane City Council,Independent Library Service,Yes,Corner Mayfield Road and Nyrang Street,-,Carina,4152,-,-,-,-,-,-,-,-,-,-,-5226,-,-,-,10am-6pm,10am-6pm,Closed,Closed,10am-6pm,9am-4pm,Closed,-27.493334,153.0900676,Team Leader,-,Sharon Moy,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/gympie-regional-council/imbil-library,Imbil Library,Branch,Gympie Regional Council,Independent Library Service,Yes,123-125 Yabba Road,-,Imbil,4570,-,-,-,-,-,-,-,-,-,-,-10918,-,-,-,Closed,9.30am-12.30pm,2-5pm,9.30am-12.30pm,2-5pm,Closed,Closed,-26.459252,152.677301,-,-,-,-,-,-,-,-,-,-,11/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/carindale-library,Carindale Library,Branch,Brisbane City Council,Independent Library Service,Yes,Westfield Carindale,1151 Creek Road via Millenium Boulevard,Carindale,4152,-,-,-,-,-,-,-,-,-,-,-4843,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-8pm,9am-5.30pm,9am-4pm,10am-4pm,-27.5013534,153.100562,Team Leader (Hub Library),-,Jennie Keppell,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/chermside-library,Chermside Library,Branch,Brisbane City Council,Independent Library Service,Yes,North Regional Business Centre,375 Hamilton Road,Chermside,4032,-,-,-,-,-,-,-,-,-,-,-10549,-,-,-,9am-6pm,9am-8pm,9am-6pm,9am-8pm,9am-6pm,9am-4pm,10am-4pm,-27.3862102,153.0326933,A/Team Leader (Hub Library),-,Megan Bellamy,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/gympie-regional-council/kilkivan-library,Kilkivan Library,Branch,Gympie Regional Council,Independent Library Service,Yes,31 Bligh Street,-,Kilkivan,4600,-,-,Kilkivan,4600,-,-,-,-,-,-,-6639,-,-,-,9am-12 noon,2-5pm,2-5pm,9am-12 noon,9am-12 noon,Closed,Closed,-26.086272,152.239995,-,-,-,-,-,-,-,-,-,-,11/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/gympie-regional-council/rainbow-beach-library,Rainbow Beach Library,Branch,Gympie Regional Council,Independent Library Service,Yes,Rainbow Beach Community Hall,32 Rainbow Beach Road,Rainbow Beach,4581,-,-,-,-,-,-,-,-,-,-,-9137,-,-,-,9.30am-12.30pm,Closed,2-5pm,9.30am-12.30pm,2-5pm,9am-12 noon,Closed,-25.905662,153.090044,-,-,-,-,-,-,-,-,-,-,11/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/gympie-regional-council/tin-can-bay-library,Tin Can Bay Library,Branch,Gympie Regional Council,Independent Library Service,Yes,Tin Can Bay Road,-,Tin Can Bay,4580,-,-,-,-,-,-,-,-,-,-,-9787,-,-,-,9am-12.30pm,9am-5pm,9am-12.30pm,9am-5pm,9am-5pm,8.30-11.30am,Closed,-25.917183,153.003261,-,-,-,-,-,-,-,-,-,-,11/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/coopers-plains-library,Coopers Plains Library,Branch,Brisbane City Council,Independent Library Service,Yes,107 Orange Grove Road,-,Coopers Plains,4108,-,-,-,-,-,-,-,-,-,-,-4879,-,-,-,Closed,10am-5pm,10am-8pm,10am-5pm,10am-5pm,9am-4pm,Closed,-27.5650525,153.096605,Team Leader,-,Robert Deveridge,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/corinda-library,Corinda Library,Branch,Brisbane City Council,Independent Library Service,Yes,641 Oxley Road,-,Corinda,4075,-,-,-,-,-,-,-,-,-,-,-11054,-,-,-,Closed,10am-5pm,10am-5pm,10am-5pm,10am-5pm,9am-4pm,Closed,-27.538885,152.981475,Team Leader,-,Karen Glanfield,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/everton-park-library,Everton Park Library,Branch,Brisbane City Council,Independent Library Service,Yes,561 South Pine Road,-,Everton Park,4053,-,-,-,-,-,-,-,-,-,-,-10749,-,-,-,Closed,10am-6pm,10am-5pm,12 noon-8pm,12 noon-5pm,9am-4pm,Closed,-27.405307,152.990503,Team Leader,-,Vicki Tull,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/fairfield-library,Fairfield Library,Branch,Brisbane City Council,Independent Library Service,Yes,Fairfield Gardens Shopping Centre,180 Fairfield Road,Fairfield,4103,-,-,-,-,-,-,-,-,-,-,-11964,-,-,-,Closed,10am-6pm,10am-6pm,9am-7pm,10am-5pm,9am-4pm,Closed,-27.5092189,153.0267135,Team Leader,-,Phuong Nguyen,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/garden-city-library,Garden City Library,Branch,Brisbane City Council,Independent Library Service,Yes,"Level R4, Garden City Shopping Centre",Corner Logan and Kessels Roads,Upper Mount Gravatt,4122,-,-,-,-,-,-,-,-,-,-,-11094,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-8pm,9am-5.30pm,9am-4pm,10am-4pm,-27.562695,153.079847,Senior Team Leader,-,Jo Parker,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/grange-library,Grange Library,Branch,Brisbane City Council,Independent Library Service,Yes,79 Evelyn Street,-,Grange,4051,-,-,-,-,-,-,-,-,-,-,-5876,-,-,-,Closed,10am-6pm,12 noon-8pm,10am-6pm,10am-5pm,9am-4pm,Closed,-27.425142,153.017606,Team Leader,-,Sue Bain,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/hamilton-library,Hamilton Library,Branch,Brisbane City Council,Independent Library Service,Yes,36 Racecourse Road,-,Ascot,4007,-,-,-,-,-,-,-,-,-,-,-4399,-,-,-,Closed,10am-5pm,1pm-6pm,10am-5pm,10am-5pm,9am-4pm,Closed,-27.3861296,153.0020513,A/Team Leader,-,Margaret ROl,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/holland-park-library,Holland Park Library,Branch,Brisbane City Council,Independent Library Service,Yes,81 Seville Road,-,Holland Park,4121,-,-,-,-,-,-,-,-,-,-,-11104,-,-,-,Closed,10am-5pm,1pm-8pm,10am-5pm,10am-5pm,9am-4pm,Closed,-27.523092,153.072059,Team Leader,-,Sharon Uthmann,-,-,-,-,-,-,-,10/04/08,16/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/inala-library,Inala Library,Branch,Brisbane City Council,Independent Library Service,Yes,Inala Civic Centre,Corsair Avenue,Inala,4077,-,-,-,-,-,-,-,-,-,-,-5554,-,-,-,9am-6pm,9am-6pm,9am-6pm,9am-7pm,9am-6pm,9am-4pm,Closed,-27.600167,152.973768,Team Leader,-,Shelly Lausberg,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/indooroopilly-library,Indooroopilly Library,Branch,Brisbane City Council,Independent Library Service,Yes,"Level 4, Indooroopilly Shopping Centre",322 Moggill Road,Indooroopilly,4068,-,-,-,-,-,-,-,-,-,-,-3362,-,-,-,9am-6pm,9am-8pm,9am-6pm,9am-8pm,9am-6pm,9am-4pm,10am-4pm,-27.4996106,152.9726438,Team Leader (Hub Library),-,Ruth Nicholls,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/kenmore-library,Kenmore Library,Branch,Brisbane City Council,Independent Library Service,Yes,Kenmore Village,9 Brookfield Road,Kenmore,4069,-,-,-,-,-,-,-,-,-,-,-3611,-,-,-,9am-6pm,9am-6pm,9am-6pm,9am-8pm,9am-6pm,9am-4pm,Closed,-27.5060516,152.9385841,-,-,-,-,-,-,-,-,-,-,15/12/10,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/mitchelton-library,Mitchelton Library,Branch,Brisbane City Council,Independent Library Service,Yes,37 Heliopolis Parade,-,Mitchelton,4053,-,-,-,-,-,-,-,-,-,-,-10759,-,-,-,Closed,10am-5pm,10am-5pm,12 noon-7pm,10am-5pm,9am-4pm,Closed,-27.417154,152.978381,Team Leader,-,Pam Gravenor,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/gladstone-regional-council/agnes-water-library,Agnes Water Library,Branch,Gladstone Regional Council,Independent Library Service,Yes,71 Springs Road,-,Agnes Water,4677,-,-,-,-,-,-,-,-,-,-,-6349,-,-,-,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-12 noon,Closed,-24.212068,151.910282,Senior Library Officer,-,Helen Forman,-6349,helen.forman@gladstone.qld.gov.au,Library Officer,Ms,Maree Leonard,-6349,maree.leonard@gladstone.qld.gov.au,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/cassowary-coast-regional-council/innisfail-library,Innisfail Library,Branch,Cassowary Coast Regional Council,Independent Library Service,Yes,49 Rankin Street,-,Innisfail,4860,-,-,-,-,-,-,-,-,-,-,-2221,-,-,-,10am-5pm,8.30am-5pm,8.30am-5pm,8.30am-6pm,8.30am-5pm,9am-12 noon,Closed,-17.522594,146.030731,Library Administrator,Ms,Natasha Lavell,-,natasha.lavell@ccrc.qld.gov.au,Senior Librarian,Ms,Joyce Williams,-6220,joyce.williams@ccrc.qld.gov.au,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/gladstone-regional-council/boyne-island-library,Boyne Island Library,Branch,Gladstone Regional Council,Independent Library Service,Yes,Cnr Wyndham & Hayes Avenue,-,Boyne Island,4680,-,-,-,-,Wyndham Avenue,-,-,-,Boyne Island,4680,-12642,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-4pm,Closed,-23.94581,151.353704,Librarian Southern Libraries,-,Jamie Treble,-14625,jamie.treble@gladstone.qld.gov.au,-,-,-,-,-,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/mount-coot-tha-library,Mount Coot-tha Library,Branch,Brisbane City Council,Independent Library Service,Yes,Brisbane Botanic Gardens,152 Mountt Coot-tha Road,Toowong,4066,-,-,-,-,-,-,-,-,-,-,-5899,-,-,-,10am-3pm,10am-4pm,10am-4pm,10am-4pm,10am-3pm,9am-4pm,10am-3pm,-27.475615,152.976016,Team Leader,-,Neil Root,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/gladstone-regional-council/calliope-library,Calliope Library,Branch,Gladstone Regional Council,Independent Library Service,Yes,Don Cameron Drive,-,Calliope,4680,-,-,-,-,-,-,-,-,-,-,-13026,-,-,-,8.30am-1pm; 2-5pm,8.30am-1pm; 2-5pm,8.30am-1pm; 2-5pm,8.30am-1pm; 2-5pm,8.30am-1pm; 2-5pm,9am-12 noon,Closed,-23.999604,151.211367,Senior Library Officer,Miss,Sara Newell,-13026,sara.newell@gladstone.qld.gov.au,-,-,-,-,-,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/mount-gravatt-library,Mount Gravatt Library,Branch,Brisbane City Council,Independent Library Service,Yes,8 Creek Road,-,Mount Gravatt,4122,-,-,-,-,-,-,-,-,-,-,-11124,-,-,-,Closed,9am-5pm,9am-5pm,9am-7pm,9am-5pm,9am-4pm,Closed,-27.53868,153.080299,A/Team Leader,-,Angie Rue,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/mount-ommaney-library,Mount Ommaney Library,Branch,Brisbane City Council,Independent Library Service,Yes,Mount Ommaney Shopping Centre,171 Dandenong Road,Mount Ommaney,4074,-,-,-,-,-,-,-,-,-,-,-10363,-,-,-,Closed,9am-6pm,9am-6pm,9am-8pm,9am-6pm,9am-4pm,Closed,-27.5480344,152.939348,Team Leader,-,Scott Cadoo,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/gladstone-regional-council/miriam-vale-library,Miriam Vale Library,Branch,Gladstone Regional Council,Independent Library Service,Yes,41 Blomfield Street,-,Miriam Vale,4677,-,-,-,-,-,-,-,-,Miriam Vale,4677,-11161,-,-,-,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-1pm; 2-5pm,Closed,Closed,-24.32801,151.559991,Senior Library Officer,-,Sandra Crawford,-,sandrac@gladstonerc.qld.gov.au,-,-,-,-,-,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/new-farm-library,New Farm Library,Branch,Brisbane City Council,Independent Library Service,Yes,135 Sydney Street,-,New Farm,4005,-,-,-,-,-,-,-,-,-,-,-4411,-,-,-,Closed,10am-6pm,10am-6pm,12 noon-8pm,10am-5pm,9am-4pm,Closed,-27.467293,153.049626,Team Leader,-,Nadja Bielmeier,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/gladstone-regional-council/mt-larcom-library,Mt Larcom Library,Branch,Gladstone Regional Council,Independent Library Service,Yes,Raglan Street,-,Mount Larcom,4695,-,-,-,-,-,-,-,-,-,-,-6126,-,-,-,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-1pm; 2-5pm,9am-12 noon,Closed,-23.810221,150.978386,Service Point Coordinator,-,Judy Major,-6126,judym@gladstonerc.qld.gov.au,-,-,-,-,-,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/nundah-library,Nundah Library,Branch,Brisbane City Council,Independent Library Service,Yes,1 Bage Street (via Primrose Lane),-,Nundah,4012,-,-,-,-,-,-,-,-,-,-,-12054,-,-,-,Closed,10am-6pm,1pm-7pm,10am-5pm,10am-5pm,9am-4pm,Closed,-27.40071223,153.0583333,Team Leader,-,Scott Parsons,-,-,-,-,-,-,-,10/04/08,17/03/20
